Project Id;Project Description
253;"La malaria es una de las amenazas más graves para la salud global. En la actualidad, la manera estándar de diagnosticar esta enfermedad (con más de 200 millones casos de malaria al año y que mata a medio millón de personas) consiste contar el número de parásitos en muestras de sangre utilizando un microscopio. Un proceso que puede requerir hasta 30 minutos. Y no hay suficientes especialistas en el mundo para diagnosticar todos los casos de malaria. MalariaSpot es un proyecto que quiere solucionar este problema con la participación ciudadana. Convertimos el proceso de diagnóstico en un videojuego e investigamos técnicas para combinar resultados de jugadores de forma que obtengamos un resultado fiable. La primera investigación fue con MalariaSpot en 2012. Aplicamos la idea a Tuberculosis en 2014 con el juego TuberSpot. Y ahora lanzamos MalariaSpot Bubbles para tratar de diferenciar entre las distintas especies de parásitos.
"
254;"La Universidad de Zaragoza, con el Instituto Universitario de Investigación BIFI, y el Ayuntamiento de Zaragoza, en colaboración con la Fundación Zaragoza Ciudad del Conocimiento y la Fundación Ibercivis, lanzan la I Convocatoria CeSAr-Etopia Labs, con el fin de seleccionar hasta 8 proyectos impulsados por la ciudadanía para su desarrollo en los Laboratorios CeSAr en Etopia Centro de Arte y Tecnología. Esta convocatoria es posible gracias al acuerdo entre la Universidad de Zaragoza y el Ayuntamiento de la ciudad por el cual, y a través de un programa FEDER, se dotaron, durante el pasado año, los laboratorios de Etopia con equipamientos técnicos del Instituto de Biocomputación y Física de Sistemas Complejos (BIFI) con el objetivo de impulsar la investigación en ciencia ciudadana, acercar la ciencia, la creatividad tecnológica y el arte con nuevos medios a la ciudadanía, favorecer el conocimiento colaborativo y consolidar Etopia como centro de producción de proyectos multidisciplinares.
"
255;"La finalidad de las actuaciones objeto de estas ayudas, de acuerdo con los objetivos de la FECYT, es: a. Incrementar la cultura científica, tecnológica e innovadora de la sociedad española. b. Incrementar la difusión de los resultados de investigación científico-técnica y de la innovación financiados con fondos públicos. c. Fomentar e incentivar el acercamiento de la ciencia, la tecnología y la innovación a los ciudadanos acortando distancias entre el mundo científico y tecnológico y la sociedad en general. d. Mejorar la educación científico–técnica de la sociedad en todos los niveles. e. Impulsar la participación activa de la sociedad en actividades de divulgación científica.
"
256;"La Asociación Fotografía y Biodiversidad gestiona la plataforma on-line de trabajo colaborativo www.biodiversidadvirtual.org. En ella más de 3000 naturalistas comparten sus fotografias digitales geolocalizadas y un equipo de administradores y especialistas las organizan taxonómicamente para consulta libre de más de un millón de visitas al mes. Esta asociación deriva parte de los recursos también a actividades de divulgación , concienciación , protección y conocimiento de la biodiversidad.
"
257;"Recogida de datos sensoriales sobre la calidad del aire Zaragozano y el polen para curso de representación de datos.
"
258;"Los caballitos de mar y los peces pipa o aguja, son muy especiales por su estructura corporal y su biología, especialmente por ser los machos los que incuban los huevos. Existen varias especies estrechamente ligadas a los fondos someros de macroalgas y fanerógamas del litoral español. Son especies muy vulnerables ante cambios y perturbaciones en los ecosistemas marinos vegetales, a causa de sus características reproductivas y, en muchos casos, por su escasa movilidad y limitada capacidad de desplazamiento. Determinar su vulnerabilidad ante los impactos humanos es complicado ya que existen pocos datos de su biología y del estado de sus poblaciones. Además, estas especies son difíciles de localizar a simple vista, lo que hace aún más difícil su estudio. Por estas razones, recolectar datos sobre estas especies y su dinámica es un verdadero reto, y vuestras contribuciones como observadores suponen una gran ayuda para aumentar el conocimiento y avanzar en la sostenibilidad y conservación de estas maravillosas especies. Para preservar la integridad de estas delicadas especies, su localización exacta está reservada para el equipo científico y queda representada por un cuadrado aproximado en el mapa público.
"
259;"Gestionar toda la trazabilidad en Apicultura Moderna: Gestionando explotaciones Apícolas y creando Alertas Geolocalizadas como herramientas de ciencia ciudadana para la detección y control de especies invasoras disponibles (Vespa Asiática o Velutina y/o Aethina Tumida) y futuras que puedan aparecer. Las dos funciones principales de Vespa Velutina – Apicultura son: ? A partir de los datos generados se realizan seguimientos de todos los focos de avistamientos y nidos de velutinas detectados tanto a nivel Europeo como por País afectado (abierto para nuevas especies invasoras) donde estos son contrastados y verificados. Pudiendo geolocalizar los avisos generados filtrados por: – Usuario conectado. – Todos los países afectados. – Por país, marcando esa región con el color de su bandera nacional. ? Gestionar una explotación apícola para llevar el control de los asentamientos, apiarios, desplazamientos de colmenas etc.
"
260;"Obtener información de las poblaciones de aves para conocer su situación y poder aplicar medidas de conservación si es necesario
"
261;"Invasive Alien Species Tracker (IASTracker) es una App para localizar especies invasoras, ya sean animales o vegetales, inicialmente sobre Catalunya y Bélgica, pero escalable a cualquier región europea. Las observaciones de los usuarios se pueden visualizar, controlar y gestionar en el geoportal de IASTracker. Una de las principales razones de la pérdida de biodiversidad en el mundo es la proliferación de especies invasoras exóticas (IAS). Este problema ha sido estudiado durante muchos años y por muchos expertos, instituciones y organizaciones de protección de la naturaleza. Aunque el impacto de las IAS es muy conocido, es difícil saber la expansión, distribución o las primeras apariciones de las especies. Diversos estudios coinciden en que hay que intensificar las medidas preventivas para mejorar el conocimiento de la localización de las IAS y su propagación. IASTracker pretende llegar a toda clase de público, sean expertos o no, con el objetivo común de contribuir a reducir el impacto en la biodiversidad, en la salud y también en términos económicos que tienen las IAS en nuestro entorno. La aplicación IASTracker está preparada para funcionar offline, de este modo cuando el usuario no tenga conexión a la red de datos, podrá seguir localizando especies, siempre y cuando se haya descargado las fichas de las especies desde la aplicación. Las IAS que los usuarios podrán localizar con la aplicación IASTracker son fácilmente identificables y han sido seleccionadas por tener un gran impacto en la biodiversidad, la economía o la salud de les personas. Está previsto que se vayan añadiendo nuevas IAS y nuevas regiones a lo largo de la evolución del proyecto. IASTracker es uno de los prototipos ganadores de la primera convocatoria para Apps innovadoras en dominios ambientales y sociales de MYGEOSS, promovido por Joint Research Centre (JRC) de la Comisión Europea, que nos ha facilitado la financiación económica para su ejecución. MYGEOSS es un proyecto de dos años para desarrollar sistemas de observación de la tierra basados en aplicaciones gratuitas de Internet para informar a los ciudadanos sobre los cambios que se están produciendo en su entorno.
"
262;"#FenoDato busca ciudadanos amantes de la naturaleza que quieran aprender a hacer observaciones fenológicas y ayudar a los científicos a estudiar de los impactos del cambio climático sobre las plantas y los animales. Para colaborar con el proyecto sólo tienes que observar la naturaleza detenidamente y proporcionar la fecha y el lugar en el que las especies estudiadas cambian su estado fenológico: migraciones de las aves, floración de las plantas, maduración de frutos, hibernaciones, caída de hojas, etc. Para hacernos llegar tus observaciones hemos creado una plataforma on-line muy fácil de utilizar. La fenología estudia los cambios clave estacionales en las plantas y los animales, tales como la floración, la aparición de insectos y la migración de las aves. Los cambios en el ritmo de la naturaleza dan mucha información a los científicos de los efectos que el cambio climático produce sobre los ecosistemas naturales.
"
263;"Modelizar, cuantificar y prever el comportamiento socio-económico de las personas a través de la economía del comportamiento y experimental. Nuestras investigaciones tienen una doble finalidad: la investigación científica y la transferencia de resultados.
"
264;"Limne es una entidad que fomenta, entre otros, proyectos de ciencia ciudadana. Nuestra entidad inició en 2012 una campaña conocida como SEQUI en la Demarcación Hidrográfica del Júcar, en sintonía con otros seguimientos de quirópteros como el Quiroius del Museu de Granollers o los que lleva a cabo la Bat Conservation Trust. SEQUI es un proyecto de seguimiento mediante el cual se pretende obtener una mayor información sobre el estado de conservación y la distribución de los murciélagos, a través de la colaboración de grupos de voluntariado. La metodología es muy simple: con la ayuda del detector de ultrasonidos y tras la formación teórica, todo el mundo puede apuntarse como voluntario.
"
265;"Desde Tercer Milenio, suplemento de ciencia, tecnología e innovación de Heraldo de Aragón que coordino, divulgamos esta nueva forma de relación ciencia-sociedad y las iniciativas concretas que apelan a la participación de los ciudadanos. Además, Heraldo es el medio colaborador del Observatorio de Ciencia Ciudadana en España. Por otra parte, en las Jornadas de Divulgación Innovadora D+i, que organiza la Fundación Zaragoza Ciudad del Conocimiento en Etopia y que coordino, pusimos en marcha, en la edición de 2014, un experimento de inteligencia colectiva en colaboración con la Fundación Ibercivis y el Instituto de Biocomputación y Física de los Sistemas Complejos de la Universidad de Zaragoza: Ser o no ser D+i, para definir entre todo la comunidad de divulgadores y comunicadores de la ciencia qué es y qué no es divulgación innovadora. Además, cada año se exponen en las jornadas proyectos de ciencia ciudadana.
"
266;"El ciudadano como investigador de campo. El objetivo de Forest 112 es establecer una red de ciudadanos que actúen como voluntarios en el trabajo de campo para el estudio de las plagas, enfermedades y especies invasoras, que afectan a nuestros bosques. Desde su móvil, mediante una app los ciudadanos reportan datos sobre problemas en los bosques. Así, tareas tradicionalmente realizadas por las Universidades o las administraciones públicas, pueden ser ahora compartidas por los ciudadanos. Los contenidos de formación de la plataforma permitirán a los voluntarios realizar estas tareas de forma eficiente. Esta plataforma de ciencia ciudadana permite a los investigadores analizar los datos recogidos y utilizarlos en sus investigaciones. Forest112 garantiza también el otro sentido en la comunicación entre investigadores y voluntarios, permitiendo a los primeros lanzar a la comunidad de usuarios alertas relativas a las investigaciones que están llevando a cabo, de forma que los ciudadanos puedan reportar datos sobre dichas alertas en concreto.
"
267;
268;
269;"Mosquito Alert (anteriormente AtrapaelTigre.com) es una plataforma ciudadana para investigar y controlar mosquitos transmisores de enfermedades globales, como el Dengue, el Chikungunya o el Zika. Con una app, cualquier persona puede enviar datos de posibles hallazgos de mosquito tigre (Aedes albopictus) o mosquito de la fiebre amarilla (Aedes aegypti).
"
270;"El proyecto “Saca La Lengua” es un proyecto científico de CIENCIA CIUDADANA coordinado por el Centro de Regulación Genómica (CRG), en colaboración con el Centro de Epidemiología Ambiental (CREAL) y la obra social “la Caixa”. El proyecto está basado en el estudio del microbioma, esto es, el conjunto de todos los microorganismos que están presentes en el cuerpo humano, como por ejemplo, la boca, la piel, el intestino, etc. En el proyecto “Saca La Lengua”, nos centraremos en la flora bucal. Nuestro primer objetivo será identificar la diversidad de bacterias y hongos presentes en la boca y su variabilidad entre individuos. En una segunda fase, intentaremos descubrir si existe alguna relación entre dicha variabilidad y algunas características fenotípicas o ambientales de los individuos.
"
271;"Unas 60 personas participaron a lo largo del día en el proyecto, que forma parte de un estudio sobre el consumo
"
272;"Un total de 1.303 alumnos de 2º curso de Bachillerato de Aragón han participado en un experimento científico-social on line con el fin de determinar los problemas y conflictos que presenta la cooperación en la sociedad actual. Este experimento, organizado por el Instituto de Biocomputación y Física de Sistemas Complejos de la Universidad de Zaragoza, junto con la Fundación Ibercivis y la Universidad Carlos III de Madrid, representa el mayor realizado hasta el momento a gran escala y en tiempo real en este ámbito.
El estudio parte de la hipótesis de que la estructura de la población determina el nivel de cooperación entre sus individuos, y el experimento ha permitido desarrollar la interacción de los alumnos de 42 centros de Secundaria de Aragón, a partir del prototipo de conflicto social, conocido como ""El Dilema del Prisionero"". Precisamente, en este juego se pone de manifiesto que el mayor beneficio para las personas que interaccionan se produce cuando ambas colaboran, pero si una colabora y otra no, ésta última tiene más beneficio. Esto, en ocasiones, activa la posibilidad de aprovecharse de la colaboración de los demás. Pero si esta tendencia se extiende, al final, nadie coopera y, por tanto, nadie obtiene beneficios.
"
273;"El Proyecto Lepides, junto con otros proyectos similares proyectados desde entidades científicas (MNCN y UCM) o desde el voluntariado (Biodiversidad Virtual), trata de colaborar en la hoy creciente apuesta por la ciencia ciudadana orientada al conocimiento y la conservación de nuestras mariposas ibéricas diurnas y nocturnas. Mantenido de forma voluntaria desde España y Holanda, es un ejemplo de proyecto participativo que nace del interés de la sociedad en el estudio de la naturaleza y su conservación, así como en la utilización de nuevas tecnologías del conocimiento. El proyecto lo gestiona la asociación ALAS (Asociación para el Estudio y la Conservación de los Lepidópteros y Odonatos ibéricos) con sedes en Cantabria y Andalucía.
"
274;
275;
276;
277;
278;
279;"El proyecto Sun4All tiene como objetivo promover la ciencia en general y la astronomía en particular. El proyecto se basa en un activo de más de 30.000 imágenes del Sol (espectroheliogramas) que se encuentran en el Observatorio Astronómico de la Universidad de Coimbra, como resultado de un trabajo de más de 80 años de observaciones solares diarias, que comenzó en 1926.
Esta colección de imágenes de observaciones solares es de un gran valor científico.
l proyecto tiene como objetivo la participación de todos los ciudadanos en el análisis y recuento de las manchas solares, dado que está considerado como un aspecto muy importante para el estudio de los fenómenos que ocurren en la superficie del Sol y para entender la actividad y el ciclo solar. Por otro lado, el estudio de las manchas solares, además de ser en sí interesante, presenta una importante herramienta para entender gran parte de lo que sucede en la climatología de la Tierra.
"
280;
281;"Esto se consigue mediante la realización de una revisión de la literatura y el análisis del contenido de tres plataformas internacionales y uno de ciencia ciudadana de propiedad estatal (Wikipedia, SciStarter, CitSci y Precipita) que contienen más de 800 proyectos de investigación. Los proyectos han sido analizados de acuerdo a cuatro categorías: las disciplinas académicas, la forma en que el proyecto está diseñado, las fases de la investigación en la que participan los voluntarios, y las tareas que realizan. Los resultados muestran que los proyectos en las artes, humanidades y ciencias sociales disciplinas son casi inexistentes. Además, en el campo de las ciencias naturales y físicas, se fomentan proyectos con un enfoque de arriba hacia abajo y voluntarios participan principalmente en la fase de recopilación de datos con el fin de obtener un gran volumen de datos, con lo que reciben más financiación de la Unión Europea.
"
282;"EGI-Engage tiene como objetivo acelerar la aplicación de los Open Science Commons mediante servicios federados de computación, almacenamiento, datos, comunicación, conocimiento y experiencia. Se trabaja con el centro de competencias de Lifewatch.
"
283;"Public Lab es una comunidad dónde puedes aprender cómo investigar temas relacionados con el medio ambiente. Mediante el uso de técnicas DIY (hazlo tú mismo) buscamos cambiar cómo se percibe el mundo social, ecológica y políticamente.
"
284;"Ante alguna leyenda urbana como «Dejar de respirar cuando tocas una ortiga evita la picadura», los alumnos conocen la respuesta evaluada en diferentes zonas de Galicia, no sólo en nuestra escuela.
"
285;
286;"4.000 personas cedieron potencia de cálculo de sus ordenadores para simular plasmas de fusión
"
287;"Realizamos proyectos de ciencia ciudadana donde se estudia si el público asimila correctamente la información del etiquetado de los alimentos
"
288;"El mecanismo de participación se basa en recibir (via web) imágenes de cultivos celulares que están siendo estudiados por microscopio y, basado en cuestiones básicas, ayudar a determinar el estado actual de cada célula. Respondiendo a preguntas como «¿Está viva?» o «¿Hay liberación de contenido celular?» sabremos que esta sucediendo en cada cultivo celular. Esto ayudará a los investigadores a saber como están funcionando las muestras de los medicamentos aplicados a cada cultivo celular. Voluntarios y participantes entenderán mejor el método científico y generarán datos que serían mucho más costosos de obtener sin la ayuda de un gran número de gente involucrada. En lugar de que el investigador revise cada uno d elos vídeos para cada muestra, estos vídeos se dividen en imágenes que son distribuidas a los voluntarios.
"
289;
290;
291;"El proyecto tiene un doble propósito. Por una parte, los datos recogidos permitirán a los investigadores avanzar en el conocimiento de los mecanismos de propagación de las enfermedades infecciosas y, por otra, el proyecto constituirá una herramienta de divulgación para acercar la ciencia al ciudadano e involucrarlo directamente en el estudio científico a través de la información facilitada.  
¡Participa tú tambié
"
292;
293;
294;
295;
296;"UCN Med ha creado la plataforma para participar en el seguimiento de las especies exoticas invasoras marinas en los espacios protegidos del Mediterraneo. Mediante una plataforma web (www.iucn-medmis.org) y una aplicación móvil gratuita en iOS y Android, los colaboradores de la iniciativa pueden aprender a identificar diferentes especies e informar de los distintos avistamientos casuales que realicen, lo que permite generar un mapa vivo de las distintas especies localizadas, ampliándose la información disponible sobre sus ubicaciones exactas y la densidad de las poblaciones.
"
297;"Consideramos que es nuestra responsabilidad, como centro educativo, colaborar con iniciativas relacionadas con la Ciencia Ciudadana, que contribuyen a aumentar el conocimiento científico a través de una metodología colaborativa con la que nos identificamos plenamente.
"
298;
299;"Investigación en nuestras propias líneas. Estamos trabajando en:
Laboratorio de visualización 3D
Laboratorio de realidad aumentada
Desarrollo de aplicaciones remotas
Desarrollo móvil
"
300;"El proyecto consiste en la dinamización de un proceso de participación e investigación colaborativa para definir conjuntamente líneas establecidas. 
Como uno de los resultados del proceso se elaborarán una serie de documentos de referencia (documentos-idea). La propia delimitación de las áreas que los documentos-idea abarquen permanecerá abierta durante el desarrollo de la investigación, aunque se propone la siguiente configuración inicial:
Gobernanza del común y participación ciudadana.
Potenciar la inteligencia colectiva.
Capacidades productivas materiales.
Producción metropolitana digital.
"
301;"Las transiciones de fase constituyen uno de los fenómenos más interesantes de la naturaleza. Un sistema sufre una transición de fase cuando una variable externa (presión, temperatura, conductividad…) alcanza un punto crítico y provoca importantes anomalías en sus propiedades internas (energía, magnetización, conductividad…). El ejemplo más común es el del agua. A temperatura ambiente es líquida, pero si reducimos la temperatura por debajo de 0ºC se congela y pasa a ser sólida. Los materiales magnéticos experimentan una transición de fase cuando pasan de un estado desmagnetizado a otro magnetizado. Cuando la temperatura desciende de un determinado valor, los espines -pequeños imanes a escala atómica- que componen esos materiales se alinean creando un imán macroscópico. El conocimiento preciso de estas transiciones es importante no solo desde un punto de vista teórico sino también en muchas áreas de la tecnología, como la magnetorresistencia en los discos duros, la superconductividad o los nuevos materiales.
"
302;"La búsqueda de estas moléculas se realiza en grandes bases de datos que llegan a contener millones de ellas. Además, cada una de estas moléculas tiene una complejidad estructural inherente que se traduce en multitud de disposiciones tridimensionales distintas que es necesario tener en cuenta y probar. Esto hace que el número total de estructuras a evaluar sea virtualmente infinito.
Para poder realizar este tipo de experimentos es necesario disponer de gran cantidad de potentes ordenadores. Es aquí donde proyectos como Ibercivis adquieren una relevancia especial.
Ibercivis nos va a permitir seleccionar, es decir, cribar virtualmente millones de moléculas en tiempo record
Ibercivis es un novedoso proyecto que pretende dotar de potencia de cálculo a los investigadores a través del uso de los ordenadores de los ciudadanos. Tiene un funcionamiento relativamente sencillo, es parecido al clásico salva pantallas que permanece inactivo cuando el ordenador se está usando y se activa cuando detecta que no se están realizando tareas de importancia.
Ibercivis nos va a permitir seleccionar, es decir, cribar virtualmente (que es como se conoce a la técnica) millones de moléculas en tiempo record. Esto supone una aceleración muy importante en el proceso de diseño de nuevas moléculas, muy largo y costoso en la actualidad.
"
303;"Contexto
El control periódico de la calidad del agua lo realizan los institutos de salud pública. Para mantener a raya los contaminantes del agua se usa el cloro por su actividad biocida, y por eso se quiere controlar el cloro y el pH con el que tiene mucha relación.
Motivación
Este proyecto acerca la bioquímica y el método científico a los más jóvenes, aprendiendo sobre el agua y sus tratamientos. Además, se crea una nueva fuente de datos que puede ser peor en metodología y herramientas que las oficiales, pero que presenta potenciales ventajas en granularidad en tiempo, en espacio (pueblo a pueblo, calle a calle, grifo a grifo) gracias a la labor de científicos ciudadanos.
El experimento
Con una metodología simple y unos kits sencillos, cualquiera puede:
ver lo que otros han subido a la web y obtener los tutoriales necesarios, via web o app en smartphone. Compartir en redes sociales.
registrarse si quiere subir sus propias muestras analizadas
recibir los kits bioquímicos en su centro de enseñanza
tomar muestras de agua en cualquier grifo, realizar el análisis y anotar tanto el valor resultante y la geoposición del grifo para ir creando un mapa con las muestras y el histórico de datos.
"
304;"BIOPHYM es un grupo dedicado a las actividades de investigación experimental y computacional relacionadas con la estructura y propiedades de los sistemas macromoleculares: dinámica molecular, ensamblaje y funcionalidad de polímeros sintéticos y biomacromoléculas; el último relacionado con el estrés humano, el cáncer y el deterioro cognitivo. Biophym se preocupa especialmente por mantener un vínculo constante con el sector industrial. La formación de Ph.D. Los estudiantes también es una tarea importante para nuestro grupo.
Objetivos
Los objetivos se organizan según las nuevas líneas de investigación innovadoras puestas en marcha en el marco del Plan Estratégico 2010-2013:
A) Física de polímeros (estructura, morfología y propiedades):
Estudios fundamentales sobre el mecanismo de cristalización, relaciones estructura-propiedad, morfología y dinámica de polímeros mediante el enfoque dual experimental y computacional. Esta línea apuesta por estar enfocada en biopolímeros en un futuro próximo, en conexión directa con la línea innovadora en Biofísica.
B) Biofísica:
1.- Análisis y descripción de la dinámica y funcionalidad de sistemas biomacromoleculares mediante una combinación de técnicas físicas complementarias (TEM, DLS, SEC, etc…).
2.- Estudio in-silico de la relación estructura-funcionalidad en biosistemas conectados al área de la salud (estrés humano, cáncer y deterioro cognitivo).
3. -Dinámica evolutiva aplicada a la propagación de enfermedades humanas y redes de señalización.
"
305;
306;
307;"Damos difusión a proyectos de Ciencia Ciudadana.
"
308;
309;"Es un proyecto de ciencia ciudadana que tiene como objetivo explorar y recopilar los principales impactos de los riesgos naturales y del cambio climático, aspectos a mejorar y cómo las comunidades se adaptan.
¿PARA QUÉ? Disponer de información detallada nos permite entender mejor los impactos de los episodios y extraer aprendizajes para disminuir estos impactos en situaciones futuras. También nos permite conocer los fenómenos que se producen en un episodio, esta información es útil para poder validar los modelos meteorológicos y las herramientas de seguimiento y vigilancia.
"
310;
311;"Cicada.cat avanza en el conocimiento y divulgación de la biología de las cigarras (Cicadidae), los insectos más ruidosos del verano. Contiene la descripción de las especies de cigarras de Cataluña, su distribución, ciclo de vida, ecología y comportamiento, así como información para identificarlas.
Sabías que las cigarras pasan la mayor parte de su larga vida bajo tierra? • Que sólo cantan los machos? • Que las hembras pueden inyectar más de 100 huevos dentro de una planta? • Que se encuentran en todo el mundo, en lugares como Canadá, China, Madagascar, Vietnam o Nueva Zelanda?
"
312;"Organizamos charlas de divulgación científica en un bar de copas, entendidas como un debate o tertulia con participación e interrelación de los asistentes con el ponente. las charlas y posterior tertulia son grabadas y distribuidas a través de nuestras redes sociales, para un mayor alcance.
"
313;"Desde la Asociación ZERYNTHIA promovemos la obtención de datos relativos a la distribución y la tendencia poblacional (seguimiento) de las mariposas ibéricas.
La asociación se asienta en tres pilares básicos: investigación, divulgación, conservación
"
314;"El Planetario de Trujillo nace con el propósito de fomentar el interés por la ciencia y la tecnología entre todos los públicos, ofreciendo para ello un espacio audiovisual de sensaciones envolventes, ameno y divertido, y complementando al mismo tiempo la oferta turística y cultural que Trujillo (Cáceres) ofrece a sus ciudadanos y visitantes.
"
315;"El ICO, esencialmente, obtiene información sobre las aves y hábitats mediante el desarrollo de multitud de proyectos basados en la ciencia ciudadana. Este proyectos, muchos de ellos de escala nacional y desarrollados conjuntamente con los gestores del medio natural para dar respuesta directa a los problemas de conservación, son posibles gracias a la colaboración de más de 5.000 ornitólogos voluntarios de toda Cataluña
"
316;
317;"El proyecto Xplore Health, impulsado conjuntamente por IrsiCaixa y la Obra Social ""la Caixa"", en colaboración con el proyecto europeo EnRRICH, iniciaron el proyecto piloto de investigación e innovación responsables ""Sana Mente"", que gira en torno a la salud mental, concretamente las causas y la prevención del estrés y la depresión entre los jóvenes. Este proyecto se llevó a cabo en colaboración con 15 educadores, 500 estudiantes y 4 centros de investigación y universidades, y contará también con la participación de asociaciones de pacientes, políticos y empresas. La finalidad es diseñar e implementar intervenciones de salud para los estudiantes y con los estudiantes, involucrándolos en proyectos de investigación e innovación para apoderarlos y promover buenos hábitos de salud.
"
318;"Desarrollo de marcos jurídicos apropiados para la ciencia ciudadana, especialmente en relación con el conocimiento abierto.
"
319;"El grupo de investigación FEHM lleva más de 30 años dedicándose a la difusión científica sobre hidrología y ecología fluvial y a la construcción de herramientas que sirvan a ciudadanos, científicos y gestores para evaluar la calidad de los ríos. RiuNet consigue que ambas líneas de trabajo converjan y, además, convierte a los ciudadanos que quieren aprender sobre ecosistemas acuáticos en uno de los actores principales que permitirán mejorar la investigación y la gestión de los ríos mediterráneos.
"
320;"Se funda en 1996, realizándose desde entonces varios proyectos dirigidos al conocimiento y conservación de la naturaleza gaditana. Así por ejemplo, se han desarrollado proyectos relacionados con la etnobotánica Gaditana, el Atlas de Mamíferos de la provincia, el conocimiento de las arañas y la flora protegida de la provincia de Cádiz.
Entre sus principales actividades, la Sociedad Gaditana de Historia Natural organiza cada 2 años las Jornadas de Historia Natural de Cádiz. Este evento reúne a científicos, naturalistas, gestores, aficionados o interesados en la naturaleza de la provincia de Cádiz recogiendo aportaciones interesantes en el ámbito del conocimiento y conservación de cualquiera de los elementos del patrimonio natural. Con el ánimo de facilitar la asistencia de naturalistas aficionados o profesionales de toda la provincia y, aprovechando la variedad y belleza de todos sus rincones, se alterna la localidad de celebración de las Jornadas. Así, desde 2002, se han organizado Jornadas en Sanlúcar de Barrameda, Grazalema, Jimena de la Frontera, Jerez, el Puerto de Santa María, Vejer y Medina Sidonia.
La Sociedad también edita periódicamente la Revista de la Sociedad Gaditana de Historia Natural y el Boletín El Corzo. La primera recoge trabajos originales relacionados con cualquier ecosistema natural o grupo taxonómico, trabajos de gestión aplicada y nuevas citas y observaciones relativas al estado de la biodiversidad (véase enlace a la revista en la pestaña Publicaciones). Tradicionalmente ha dado cabida a trabajos relacionados con las comunicaciones presentadas a las Jornadas. Desde 2012, la Revista de la SGHN tiene una nueva versión online y open-access, adaptada a los nuevos tiempos para favorecer la agilidad y difusión de los trabajos publicados. La segunda, nacida en 2013, da cabida a un amplio abanico de temas inéditos sobre la naturaleza de la provincia.
La Sociedad también organiza charlas, seminarios, cursos y talleres especializados sobre temas variados como fotografía de naturaleza, y aspectos concretos de flora y fauna representada en la provincia de Cádiz. Asimismo, cada dos años organiza el Concurso de Ilustración de Naturaleza, dotado de un premio económico y con el que se ilustra la portada de la Revista de la SGHN.
"
321;
322;"Soy doctor, investigador del CREAF y profesor titular de Ecología en el Departamento de Biología Vegetal, Biología Animal y Ecología de la Universidad Autónoma de Barcelona.
Durante mi trayectoria científica, he trabajado en diversos ámbitos de la ecología forestal y animal, en sistemas áridos y semi-áridos de todo el mundo, y en comunidades de montaña. Últimamente he centrado mis actividades en el Pirineo, liderando proyectos relacionados con los efectos que el cambio global puede tener sobre la comunidad alpina, en relación a su distribución, a las interacciones entre las diversas especies, y cómo la presencia humana las modifican.
Finalmente, lidero varios proyectos de ciencia ciudadana, y participo en el desarrollo de diversas herramientas relacionadas. He formado parte del Comité Científico del Observatorio Pirenaico del Cambio Climático (Acción Biodiversidad) hasta el 2014, y de la European Mountain Research Advocacy Network de la Mountain Research Initiative (MRI) hasta 2016. Actualmente formo parte del Consejo Asesor de el Observatorio Pirenaico del Cambio Climático (OPCC), soy el miembro portavoz del CREAF a Euromontana, y soy el coordinador de la Network for European Mountain Research.
"
323;"Organizamos talleres participativos para mejorar los proyectos de evaluación de la calidad del aire. Cada taller tiene un objetivo, por ejemplo: poner en común las necesidades de información sobre la calidad del aire de los ciudadanos, diseñar visualizaciones de los datos útiles y comprensibles.
"
324;"Los ecosistemas acuáticos se caracterizan por una extraordinaria mezcla de las actividades humanas, por ejemplo: el turismo, la pesca y la industria (plantas petroquímicas y la acuicultura, etc.). Teniendo en cuenta los frecuentes conflictos de intereses entre la conservación y la explotación, el destino de los ecosistemas acuáticos es a menudo un tema político candente. Las actitudes y valores de los interesados en las cuestiones ambientales son una parte esencial de la administración de entornos conflictivos. Las nuevas políticas relativas a los recursos ambientales deben contar con el apoyo de los ciudadanos y tener en cuenta las actitudes del público desde el principio.
"
325;"os objetivos que abarca este proyecto van dirigidos a favorecer el desarrollo de actividades ambientales, hacer partícipe a la ciudadanía en campañas de concienciación y seguimiento del entorno natural, fomentar la colaboración ciudadana en tareas de conservación, potenciar el contacto ciudadano con el Anillo Verde y ampliar el conocimiento que tienen éstos sobre el mismo.
"
326;"DENIS utiliza dispositivos voluntarios para calcular grandes cantidades de simulaciones electrofisiológicas cardíacas. DENIS utiliza el tiempo de inactividad de su computadora (Windows, Linux o Mac) para simular la actividad eléctrica del corazón.
DENIS se ha creado para ayudar a los investigadores a calcular grupos muy grandes de variaciones de modelos electrofisiológicos cardíacos.
DENIS conecta a voluntarios con investigadores para ayudarlos en sus proyectos. No importa dónde estés. No importa dónde esté el proyecto. Queremos conectarte.
Podríamos haberle pedido que usara su corazón, pero creemos que es más fácil para usted darlo como computadora por un tiempo.
DENIS trabaja porque los voluntarios comparten su capacidad computacional con nosotros. Por eso, todos los investigadores que utilicen DENIS deben compartir sus resultados con todas las personas.
"
